城市,楼宇名称,纬度,经度,高度(米),高度分档,用途分类,数据来源,近距簇,地址
雅加达,8,-6.2186399,106.8373433,82.2,≥80米,公寓,官方(DPMPTSP),,"Jl. Taman Rasuna Timur  No.16, RT.016 RW.001"
雅加达,Apartemen Cervinno,-6.2250171,106.8510847,82.2,≥80米,综合体,官方(DPMPTSP),,Jl. KH Abdullah Syafei No.27 Rt.003 Rw.01
雅加达,Apartemen Permata Senayan,-6.2093125,106.7959458,82.2,≥80米,公寓,官方(DPMPTSP),,"Jl. Palmerah Selatan No.20A-21, RT.1/RW.7, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270"
雅加达,APARTEMEN FORESQUE RESIDENCE RAGUNAN,-6.3039679,106.816891,82.1,≥80米,综合体,官方(DPMPTSP),,JL. SACO NO.181 RT 001 RW 004
雅加达,Wisma Atlet Blok D10 Tower 3,-6.1503387,106.859425,82.0,≥80米,非住宅,官方(DPMPTSP),JKT-052,Jl. Landasan Pacu Timur
雅加达,APARTEMEN PANTAI MUTIARA,-6.0984604,106.7918813,81.9,≥80米,公寓,官方(DPMPTSP),,JL. PANTAI MUTIARA BLOK T RT 10 RW 16
雅加达,Menara Radius Prawiro,-6.1822887,106.8217277,81.8,≥80米,未分类,官方(DPMPTSP),,—
雅加达,TOWER SATU,-6.1870098,106.7581409,81.8,≥80米,公寓,官方(DPMPTSP),,"JL. Pilar Mas Utama Kav. 28 Blok, S, Rt. 005 Rw. 003"
雅加达,ASPEN TOWER C,-6.3035814,106.796176,81.6,≥80米,综合体,官方(DPMPTSP),,JL. RS. FATMAWATI NO. 1 RT 001 RW 001
雅加达,2,-6.2197931,106.8364452,81.5,≥80米,公寓,官方(DPMPTSP),,"Jl. Taman Rasuna Timur  No.16, RT.016 RW.001"
雅加达,Cendana,-6.1533723,106.851561,81.5,≥80米,综合体,官方(DPMPTSP),JKT-053,Jl. Benyamin Sueb RT 09 RW 13
雅加达,ASPEN TOWER B,-6.3030782,106.7961535,81.4,≥80米,综合体,官方(DPMPTSP),,JL. RS. FATMAWATI NO. 1 RT 001 RW 001
雅加达,Merlynn Park Hotel Jakarta,-6.1658891,106.8153681,81.4,≥80米,酒店,官方(DPMPTSP),,Jl. KH. Hasyim Ashari No.29-31
雅加达,RA SUITES,-6.2913289,106.7958174,81.3,≥80米,综合体,官方(DPMPTSP),,"Jl. TB Simatupang No.30, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430"
雅加达,Eboni,-6.153689,106.8513571,81.3,≥80米,综合体,官方(DPMPTSP),,Jl. H. Benyamin Suaeb RT 09 RW 12
雅加达,Rusun Pasar Rumput,-6.2076612,106.8413151,81.2,≥80米,公寓,官方(DPMPTSP),,JL ABDUL MUIS NO.66
雅加达,WISMA ASIA II,-6.1890938,106.7984714,81.2,≥80米,写字楼,官方(DPMPTSP),,Jakarta Barat Kb. Jeruk Kota Jakarta Barat Daerah Khusus Ibukota Jakarta
雅加达,Tower C,-6.223616,106.8786398,81.1,≥80米,综合体,官方(DPMPTSP),,Jl. Basuki Rahmat No.1A
雅加达,ASPEN TOWER A,-6.3033326,106.7955467,81.0,≥80米,综合体,官方(DPMPTSP),,"Jl. RS Fatmawati No. 1, RT. 001 RW. 001"
雅加达,T-Plaza,-6.2022356,106.8073317,80.9,≥80米,综合体,官方(DPMPTSP),,"Jl. Penjernihan 1 No.1 Kav. 1, RT.10/RW.6"
雅加达,Graha Binakarsa,-6.2189519,106.8319431,80.8,≥80米,写字楼,官方(DPMPTSP),,"Jl. H. R. Rasuna Said Kav. C-18, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,PLAZA FX SUDIRMAN,-6.2245771,106.8037371,80.8,≥80米,商场,官方(DPMPTSP),JKT-012,JL. Jenderal Sudirman No.1 Gelora Tanah Abang
雅加达,Gedung Tipikal BI,-6.1819317,106.8209737,80.8,≥80米,未分类,官方(DPMPTSP),,—
雅加达,Apartemen Bumimas,-6.2813089,106.7951226,80.7,≥80米,综合体,官方(DPMPTSP),,"Jl. Terogong Raya No.18 3, RT.3/RW.10"
雅加达,Dirjen Kebudayaan KEMENBUDRISTEK Gedung E,-6.2252272,106.8018152,80.6,≥80米,写字楼,官方(DPMPTSP),,JL. Jenderal Sudirman No.1 Gelora Tanah Abang
雅加达,Apartemen Pluit Sea View,-6.1200801,106.807632,80.5,≥80米,综合体,官方(DPMPTSP),,Jl. Muara Baru Raya Rt. 005 Rw. 003
雅加达,Kantor Sarana Jaya,-6.1795301,106.8198392,80.4,≥80米,写字楼,官方(DPMPTSP),JKT-054,Jl. Tanah Abang Timur No. 13
雅加达,Soltarra Apartmen,-6.2750163,106.8317349,80.3,≥80米,酒店,官方(DPMPTSP),JKT-027,"Jl. Condet Pejaten No.1, Pejaten Bar., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510"
雅加达,TOWER CATTLEYA,-6.3238016,106.8910119,80.3,≥80米,综合体,官方(DPMPTSP),,JL. BINA MARGA NO 88 RT 3 RW 6
雅加达,Wisma MRA,-6.2916504,106.7965521,80.2,≥80米,写字楼,官方(DPMPTSP),,"Jl. TB Simatupang No.19, RT.7/RW.9, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430"
雅加达,TOWER III,-6.2270779,106.8120138,80.2,≥80米,综合体,官方(DPMPTSP),,SUDIRMAN CENTRAL BUSINESS DISTRICT (SCBD) JL. JENDRAL SUDIRMAN KAV 52-53 RT/004 RW/001
雅加达,Apartemen pluit sew view,-6.1213424,106.807158,80.2,≥80米,综合体,官方(DPMPTSP),,Jl. Muara Baru Raya Rt. 005 Rw. 003
雅加达,GRAHA ELNUSA,-6.2899684,106.8096672,80.1,≥80米,写字楼,官方(DPMPTSP),,JL. TB. SIMATUPANG KAV. 1B
雅加达,RSUD Tarakan Jakarta,-6.1719765,106.81044,80.1,≥80米,医院,官方(DPMPTSP),JKT-055,"No.7, RT.11/RW.4,"
雅加达,Wisma Bakrie II,-6.212417,106.8298344,80.0,≥80米,写字楼,官方(DPMPTSP),,Jl. H. R. Rasuna Said Kav. B-2
雅加达,CIBIS NINE,-6.2950711,106.8153129,80.0,≥80米,写字楼,官方(DPMPTSP),,JL. CILANDAK KKO RT.13 RW.05
雅加达,Menara PNM,-6.2136791,106.8345093,80.0,≥80米,写字楼,官方(DPMPTSP),,Jl. H. Cokong No.1 Kav.1
雅加达,MALL ONE BELPARK,-6.3047266,106.795048,79.9,≥64米,商场,官方(DPMPTSP),,"JL. RS. FATMAWATI NO. 1 RT 001 RW 001,"
雅加达,Tower 2,-6.2126201,106.8190537,79.9,≥64米,酒店,官方(DPMPTSP),,Jalan Jendral Sudirman No.Kav.18-20
雅加达,Bugenvil,-6.1883259,106.8731013,79.9,≥64米,综合体,官方(DPMPTSP),,"Jln. A. Yani No.Kav 49, RT.13/RW.9,"
雅加达,TOWER C,-6.1923503,106.756332,79.9,≥64米,综合体,官方(DPMPTSP),,"Jl. Pesanggrahan No.33 10, RT.10/RW.5, Meruya Utara, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620"
雅加达,Moven PICK,-6.165663,106.8262058,79.8,≥64米,酒店,官方(DPMPTSP),,Jl. Pecenongan Kav 7-17
雅加达,CRYSAN,-6.18801,106.8724983,79.7,≥64米,综合体,官方(DPMPTSP),,"Jln. A. Yani No.Kav 49, RT.13/RW.9,"
雅加达,Bougenvil,-6.188008,106.8732194,79.7,≥64米,综合体,官方(DPMPTSP),,"Jln. A. Yani No.Kav 49, RT.13/RW.9"
雅加达,Tamara Center,-6.2120879,106.8209348,79.6,≥64米,写字楼,官方(DPMPTSP),,"Jl. Jend. Sudirman Kav 24, RT.10/RW.1"
雅加达,TOWER C,-6.1575329,106.7363679,79.6,≥64米,综合体,官方(DPMPTSP),,Jl. Daan Mogot KM 13
雅加达,Tower A,-6.1571683,106.7363861,79.6,≥64米,综合体,官方(DPMPTSP),,Jl. Daan Mogot KM 13
雅加达,Menara Sudirman,-6.2257988,106.8047568,79.4,≥64米,写字楼,官方(DPMPTSP),,"Jl. Jend. Sudirman No.Kav 60, RT.5/RW.3, Senayan, Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia"
雅加达,Direktorat Jendral Pajak Madya,-6.1818962,106.8334377,79.4,≥64米,未分类,官方(DPMPTSP),,—
雅加达,TOWER E,-6.1944309,106.7578053,79.4,≥64米,综合体,官方(DPMPTSP),,Jl Pesanggrahan No. 33 RT 010 RW 005
雅加达,Tower B,-6.1572983,106.7358031,79.4,≥64米,综合体,官方(DPMPTSP),,Jl. Daan Mogot KM 13
雅加达,Sainath Tower,-6.1558887,106.8448118,79.3,≥64米,写字楼,官方(DPMPTSP),,Jl. Angkasa Kemayoran Blok B9 No. 7
雅加达,CRYSAN,-6.1883056,106.8717763,79.2,≥64米,综合体,官方(DPMPTSP),,"Jl. Jend. A.Yani Kav.49, Kel. Rawasari Kec. Cempaka Putih Jakarta Pusat"
雅加达,DEA TOWER 2,-6.2282221,106.8241059,79.1,≥64米,写字楼,官方(DPMPTSP),,Jl. Mega Kuningan Barat Kav. E.4.3 No. 1 RT 014/RW 01
雅加达,Gedung Menara II BTN,-6.2097331,106.8313694,79.1,≥64米,商业类,官方(DPMPTSP),,"JL. HR. RASUNA SAID, KELURAHAN GUNTUR, KECAMATAN SETIABUDI, JAKARTA SELATAN"
雅加达,（无名）,-6.1261496,106.8285821,79.1,≥64米,未分类,官方(DPMPTSP),,—
雅加达,SMESCO Indonesia,-6.2421729,106.8364595,79.0,≥64米,未分类,官方(DPMPTSP),,—
雅加达,PINO,-6.1880112,106.8717763,79.0,≥64米,综合体,官方(DPMPTSP),,"Jl. Jend. A.Yani Kav.49, Kel. Rawasari Kec. Cempaka Putih Jakarta Pusat"
雅加达,NEW YORK,-6.1392589,106.7279664,79.0,≥64米,综合体,官方(DPMPTSP),JKT-040,JL.LINGKAR LUAR BARAT KOMPLEKS TAMAN PALEM LESTARI
雅加达,GEDUNG TMT 1,-6.2931099,106.8152067,78.9,≥64米,写字楼,官方(DPMPTSP),,Jl. Cilandak KKO No. 1
雅加达,Sentral Senayan I,-6.2241663,106.7994907,78.8,≥64米,综合体,官方(DPMPTSP),,JL. Asia Afrika NO.8 Kel. Gelora Kec. Tanah Abang Jakarta Pusat
雅加达,BELLEVUE PLACE,-6.2424815,106.8538907,78.7,≥64米,综合体,官方(DPMPTSP),,JL. LETJEN MT. HARYONO KAV.21 RT.010/ RW.010
雅加达,Ultima,-6.2124399,106.8358026,78.7,≥64米,综合体,官方(DPMPTSP),JKT-056,JL. KUNINGAN MULIA LOT. 15
雅加达,Plaza Marein,-6.208763,106.8224325,78.5,≥64米,写字楼,官方(DPMPTSP),,Jl. Jend. Sudirman No.Kav 76-78
雅加达,APARTEMEN PANTAI MUTIARA,-6.0976807,106.7918916,78.5,≥64米,综合体,官方(DPMPTSP),,JL. PANTAI MUTIARA BLOK T RT 10 RW 16
雅加达,FAGGIO,-6.1882628,106.8709359,78.4,≥64米,综合体,官方(DPMPTSP),,JL. Jend. A. Yani Kav.49
雅加达,Menara Kanaya,-6.343171,106.9030925,78.4,≥64米,公寓,官方(DPMPTSP),,JL. CILANGKAP RAYA RT. 006 RW. 001
雅加达,Kirana Three Office Tower,-6.1739906,106.8944197,78.3,≥64米,写字楼,官方(DPMPTSP),,"Jl. Kirana Avenue, RW.5, Klp. Gading Tim., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240"
雅加达,Siloam Hospitals TB Simatupang,-6.2923252,106.784591,78.3,≥64米,医院,官方(DPMPTSP),,Jl. R.A. Kartini No.8
雅加达,Tower F,-6.3020629,106.8340957,78.2,≥64米,写字楼,官方(DPMPTSP),,"Jl. Letjend. T.B. Simatupang Kav.88, Jakarta 12520"
雅加达,Pejaten Park Residence,-6.2818296,106.8268599,78.2,≥64米,综合体,官方(DPMPTSP),,"Jl. Taman Margasatwa Raya No.21, RT.1/RW.11"
雅加达,Green Pramuka Tower F,-6.1879517,106.8710544,78.2,≥64米,未分类,官方(DPMPTSP),,JL. Jend. A. Yani
雅加达,DIPO TOWER,-6.2027912,106.8011455,78.0,≥64米,写字楼,官方(DPMPTSP),,JL. JEND. GATOT SUBROTO KAV.51-52 RT. 001 RW. 007
雅加达,Jakarta International Stadium,-6.1258618,106.8602517,77.9,≥64米,非住宅,官方(DPMPTSP),,Jl. RE Martadinata / Jl. Rumah Sakit Koja RT.001/RW.012
雅加达,APARTEMEN POINT 8,-6.1568602,106.7175035,77.8,≥64米,公寓,官方(DPMPTSP),,JL. RAYA DAAN MOGOT
雅加达,Tower Arlington,-6.3136516,106.9226514,77.7,≥64米,未分类,官方(DPMPTSP),,—
雅加达,Apartemen Pluit sea view,-6.1191778,106.8074664,77.6,≥64米,综合体,官方(DPMPTSP),,Jl. Muara Baru Raya Rt. 005 Rw. 003
雅加达,GEDUNG SARINAH,-6.1877039,106.8238766,77.5,≥64米,商场,官方(DPMPTSP),,JL. MH THAMRIN NO. 11 RT 008 RW 004
雅加达,Gedung A. Yani,-6.1779516,106.8207554,77.5,≥64米,未分类,官方(DPMPTSP),,—
雅加达,Sunter Park View TOWER A,-6.1570799,106.8828966,77.5,≥64米,综合体,官方(DPMPTSP),,"Jl. Yos Sudarso No.30a, RT.3/RW.11, Sunter Jaya"
雅加达,Tower A,-6.1633765,106.8925583,77.4,≥64米,综合体,官方(DPMPTSP),,Jl. Boulevard Bukit Gading Raya No. 15 Rt. 015/003
雅加达,Tower C,-6.1615787,106.8935374,77.2,≥64米,综合体,官方(DPMPTSP),,Jl. Boulevard Bukit Gading Raya Rt. 015/003
雅加达,AGRO PLAZA,-6.2291427,106.8338033,77.0,≥64米,写字楼,官方(DPMPTSP),,"Jalan Haji R. Rasuna Said No.KavX2 -1, RT.7/RW.4"
雅加达,RPX CENTER,-6.2802939,106.7718825,77.0,≥64米,写字楼,官方(DPMPTSP),JKT-057,JL. CIPUTAT RAYA RT 005 RW 008
雅加达,Mina Bahari 2,-6.1792632,106.8336143,77.0,≥64米,未分类,官方(DPMPTSP),,—
雅加达,tower B apartemen sunter parkview,-6.1574485,106.8835416,77.0,≥64米,综合体,官方(DPMPTSP),,"Jl. Yos Sudarso No.78 3, RT.3/RW.11, Sunter Jaya"
雅加达,Pakubuwono Terrace Lobby Selatan,-6.2369657,106.7692846,76.9,≥64米,住宅类,官方(DPMPTSP),,jl. ciledug raya no.99
雅加达,GRAHA IRAMA,-6.233662,106.8319574,76.9,≥64米,写字楼,官方(DPMPTSP),,Jl. HR. Rasuna Said Blok X-1 Kav. 1-2
雅加达,Apartemen Parama,-6.2915239,106.7874005,76.8,≥64米,综合体,官方(DPMPTSP),,JL. RA KARTINI RT 16/06
雅加达,THE PRIME Office Suites,-6.1427529,106.8900284,76.8,≥64米,写字楼,官方(DPMPTSP),,Jl. Yos Sudarso No.30
雅加达,Hi Hotel Senen,-6.1758631,106.8422451,76.7,≥64米,酒店,官方(DPMPTSP),,"Komplek Pasar Senen, Jl. Pasar Senen No.3 Blok.3"
雅加达,MNC VISION TOWER,-6.1640954,106.763502,76.5,≥64米,写字楼,官方(DPMPTSP),,JL PANJANG ARTERI BLOK Z3 NO. 14 RT. 005 RW 008
雅加达,TOWER SAPPHIRE,-6.2040713,106.9491958,76.5,≥64米,公寓,官方(DPMPTSP),,JL. SENTRA PRIMER TIMUR RT. 005 RW. 008
雅加达,Sheraton Grand Jakarta Gandaria City Hotel,-6.2452063,106.7831397,76.2,≥64米,酒店,官方(DPMPTSP),,Jl. Sultan Iskandar Muda
雅加达,AD Premier Office Park,-6.2963494,106.8259365,76.1,≥64米,写字楼,官方(DPMPTSP),,Jl. TB Simatupang No. 05 RT 001 RW 007
雅加达,Sekretariat RW 09,-6.1243821,106.7952686,76.1,≥64米,未分类,官方(DPMPTSP),,—
雅加达,APARTEMENT FOUR WINDS OF SENAYAN,-6.2232833,106.7895788,76.0,≥64米,公寓,官方(DPMPTSP),,Jl. Tentara Pelajar/ Jl. Permata Hijau Rt.007/009
雅加达,Graha Sucofindo,-6.2519402,106.8419626,76.0,≥64米,写字楼,官方(DPMPTSP),,JL. KH Guru Amin Kav. 34 RT.004 RW.01
雅加达,T-PLAZA,-6.202692,106.8075353,76.0,≥64米,综合体,官方(DPMPTSP),,"Jl. Penjernihan 1 No.1 Kav. 1, RT.10/RW.6"
雅加达,JS Luwansa Hotel,-6.2231557,106.8332257,75.9,≥64米,酒店,官方(DPMPTSP),,"Jl. H. R. Rasuna Said No.22 Kav. C, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,Living Star,-6.3431031,106.8709528,75.9,≥64米,综合体,官方(DPMPTSP),,"Jl. Lapangan Tembak No.10, RT.4/RW.4,"
雅加达,Tower Wellington,-6.1527452,106.9078274,75.6,≥64米,综合体,官方(DPMPTSP),,Jl. Raya Kelapa Nias Blok. GN Rt. 001/006
雅加达,Taman Kemayoran Condominium,-6.1538927,106.8522716,75.4,≥64米,未分类,官方(DPMPTSP),JKT-058,—
雅加达,Masjid Jami Al-Hurriyyah,-6.1494372,106.8565059,75.4,≥64米,未分类,官方(DPMPTSP),,—
雅加达,RATU PRABU 2,-6.2915173,106.8085361,75.2,≥64米,写字楼,官方(DPMPTSP),,"Jl. Let. Jend. TB Simatupang Kav. 1B, RT.003/RW.003"
雅加达,Akasia,-6.1278075,106.7892517,75.2,≥64米,综合体,官方(DPMPTSP),,"Jl. Pluit Selatan Raya, RT.23/RW.8, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14440"
雅加达,TOWER KOTO,-6.2527547,106.8615135,75.0,≥64米,综合体,官方(DPMPTSP),,"l. Pengadegan Timur I No.30 12, RT.2/RW.1, Pengadegan, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770"
雅加达,MNC News Center,-6.1853649,106.83171,75.0,≥64米,非住宅,官方(DPMPTSP),,Jl. KH. Wahid Hasyim No. 36-38
雅加达,Miami,-6.0947809,106.7913494,75.0,≥64米,综合体,官方(DPMPTSP),,Jalan Raya Pantai Mutiara
雅加达,（无名）,-6.1270825,106.8288655,75.0,≥64米,未分类,官方(DPMPTSP),,—
雅加达,Apartmen Beverly Tower,-6.2909321,106.7865437,74.9,≥64米,综合体,官方(DPMPTSP),,"Jl. R.A.Kartini, RT.16/RW.6, Cilandak Bar., Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430"
雅加达,Luxury Apartemen,-6.2318449,106.7924641,74.9,≥64米,综合体,官方(DPMPTSP),,Jl. Sinabung
雅加达,Signature Park Apartment,-6.2424896,106.8544333,74.8,≥64米,综合体,官方(DPMPTSP),,Jl. Letjen M.T. Haryono RT.10 RW.9 No.Kav. 22-23
雅加达,（无名）,-6.229229,106.8040029,74.8,≥64米,未分类,官方(DPMPTSP),,—
雅加达,BLOK D,-6.108498,106.8997989,74.5,≥64米,医院,官方(DPMPTSP),,"Jl. Deli No. 4, RT.11/RW.7"
雅加达,Menara MTH,-6.2425616,106.8551126,74.3,≥64米,写字楼,官方(DPMPTSP),,Jl. Letjend MT Haryono Kav. 23
雅加达,APARTEMEN GREEN PALM RESIDENCE,-6.1751472,106.7153301,74.1,≥64米,综合体,官方(DPMPTSP),,JL. RAYA KRESEK NO. 11
雅加达,Mall Puri Indah 2,-6.1876783,106.7397431,74.1,≥64米,综合体,官方(DPMPTSP),,JL KOMPLEK PERUM PURI INDAH KEL KEMBANGAN JAKARTA BARAT
雅加达,SKYLINE BUILDING/ MENARA CAKRAWALA,-6.1865691,106.8236418,74.0,≥64米,写字楼,官方(DPMPTSP),,"Jl. M.H. Thamrin No.9, Jakarta 10230"
雅加达,Apartemen Menara Kebon Jeruk,-6.1864251,106.7780512,74.0,≥64米,综合体,官方(DPMPTSP),,Jl. Arjuna Utara No. 16 RT. 001 RW. 002
雅加达,BLOK - B,-6.1879838,106.8140598,73.9,≥64米,商场,官方(DPMPTSP),,"Jl. KH. Fachrudin No. 78, 80, 82"
雅加达,Apartemen Maple Park,-6.1492687,106.8574875,73.9,≥64米,公寓,官方(DPMPTSP),,—
雅加达,MASPION PLAZA,-6.1413987,106.833917,73.9,≥64米,写字楼,官方(DPMPTSP),,JL. GUNUNG SAHARI NO. 18
雅加达,TOWER B,-6.2372617,106.9409026,73.8,≥64米,综合体,官方(DPMPTSP),,Jalan H. Naman RT. 02 RW. 02
雅加达,Wisma Nugra Santana,-6.2083667,106.821314,73.7,≥64米,写字楼,官方(DPMPTSP),,Jalan Jenderal Sudirman No.Kav.7-8 RT/RW 009/011
雅加达,TOWER ABU - ABU,-6.2048863,106.9496769,73.7,≥64米,公寓,官方(DPMPTSP),JKT-059,JL. SENTRA PRIMER TIMUR RT. 013/015 RW. 006
雅加达,TOWER MERAH,-6.204453,106.9494134,73.6,≥64米,公寓,官方(DPMPTSP),,JL. SENTRA PRIMER TIMUR NO. 6 RT. 013/015 RW. 006
雅加达,Tower D,-6.2483217,106.8107123,73.5,≥64米,综合体,官方(DPMPTSP),,JL. PRAPANCA RAYA RT 01 RW 14
雅加达,Apartemen Sky Terrace Lagoon Condo,-6.1511321,106.7130089,73.5,≥64米,综合体,官方(DPMPTSP),JKT-060,Jl. Tanah Lot No 2 RT 08 RW 12
雅加达,Fraser Residence Menteng Jakarta,-6.1848065,106.8345324,73.4,≥64米,综合体,官方(DPMPTSP),,Jl. Menteng Raya No. 60
雅加达,Woodland Park Residence,-6.2556487,106.8567769,73.3,≥64米,综合体,官方(DPMPTSP),,"Jl. Raya Kalibata No.22, RT.6/RW.7, Rawajati, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750"
雅加达,A,-6.1567118,106.8517744,73.3,≥64米,综合体,官方(DPMPTSP),JKT-037,Jl Landas Pacu Barat Kav A6 RT 13 RW 06
雅加达,TOWER II,-6.226931,106.8123467,73.2,≥64米,综合体,官方(DPMPTSP),,"Jl. Jend. Sudirman Kav. 52-53 Lot.20,"
雅加达,Woodland Park Residence,-6.2551958,106.856877,73.1,≥64米,综合体,官方(DPMPTSP),,"Jl. Raya Kalibata No.22, RT.6/RW.7, Rawajati, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750"
雅加达,Pejaten Park Residence,-6.2822749,106.8267772,73.1,≥64米,综合体,官方(DPMPTSP),,"Jl. Taman Margasatwa Raya No.21, RT.1/RW.11"
雅加达,BRI,-6.1681856,106.8277573,73.0,≥64米,未分类,官方(DPMPTSP),,—
雅加达,Win Premier Hotel,-6.1478553,106.8335302,73.0,≥64米,酒店,官方(DPMPTSP),,Jl. Raya Mangga Besar no. 183
雅加达,Aston Pluit,-6.1242347,106.7948157,73.0,≥64米,酒店,官方(DPMPTSP),,Pluit Selatan Raya No. 1
雅加达,Luminary Tower,-6.1984859,106.821321,72.9,≥64米,写字楼,官方(DPMPTSP),,Jl. M.H. Thamrin No.10
雅加达,MNC Studios Tower 2,-6.1941848,106.7670788,72.8,≥64米,写字楼,官方(DPMPTSP),,"MNC Studios Tower 2 Jalan Raya Perjuangan No 1 Komplek RCTI Kebon jeruk, RT 5 RW 10"
雅加达,Hotel Pangeran Jayakarta,-6.1474247,106.8172448,72.8,≥64米,酒店,官方(DPMPTSP),,"Jl. Labu No.1 RT 002/RW 006, Mangga Besar, Taman Sari, Jakarta Barat, DKI Jakarta, 11180"
雅加达,Rumah Sakit Yarsi,-6.1698981,106.8692626,72.7,≥64米,医院,官方(DPMPTSP),,Jl. Letjend Suprapto Kav. 13 RT 010 RW 005
雅加达,Pondok Indah Office Tower 2,-6.2621674,106.7819865,72.6,≥64米,写字楼,官方(DPMPTSP),,Jl. Sultan Iskandar Muda
雅加达,Niaz Emerald Apartment,-6.2916845,106.802125,72.6,≥64米,综合体,官方(DPMPTSP),,"Jl. T.B. Simatupang Kav.20, Jakarta 12430"
雅加达,Gedung Utama,-6.2403132,106.8036915,72.5,≥64米,写字楼,官方(DPMPTSP),,Jl. Trunojoyo Blok M I No. 135 RT 005 RW 002
雅加达,Kantor Pusat/Kantor Utama,-6.2260552,106.8149597,72.5,≥64米,综合体,官方(DPMPTSP),,"Jl. Gatot Subroto Kav. 40-42 No.77, RT. 007/RW.001"
雅加达,TOWER B,-6.179697,106.7519874,72.5,≥64米,公寓,官方(DPMPTSP),,"Jalan Kedoya Garden No. 1, Rt. 005 Rw. 005"
雅加达,TOWER A,-6.1799453,106.7515663,72.4,≥64米,公寓,官方(DPMPTSP),,"Jalan Kedoya Garden No. 1, Rt. 005 Rw. 005"
雅加达,The Hive Tamansari,-6.2447511,106.8753592,72.4,≥64米,酒店,官方(DPMPTSP),,Jl. DI. Panjaitan Kav. 3-4 RT 007/RW 011
雅加达,Rumah Sakit Yarsi,-6.1698769,106.8696306,72.4,≥64米,医院,官方(DPMPTSP),,Jl. Letjend Suprapto Kav. 13 RT 010 RW 005
雅加达,Rusunami Perum Perumnas Sentraland Cengkareng Blok Bunaken/Blok B,-6.1400288,106.738595,72.3,≥64米,公寓,官方(DPMPTSP),,JL PEDONGKELAN RT 004 RW 014
雅加达,MENARA CARAKA,-6.2262809,106.8253359,72.2,≥64米,写字楼,官方(DPMPTSP),,"Jl. DR. Ide Anak Agung Gde Agung No.1, RT.5/RW.2"
雅加达,Apartemen Nirvana Residence,-6.2658752,106.8152731,72.2,≥64米,综合体,官方(DPMPTSP),,Jl. Kemang Raya No.72 RT 13 RW 002
雅加达,GEDUNG RUSUNAMI,-6.2373868,106.9417034,72.2,≥64米,综合体,官方(DPMPTSP),,Jalan H. Naman RT. 02 RW. 02
雅加达,Rusunami Perum Perumnas Sentraland Cengkareng Blok Bunaken/Blok B,-6.139836,106.7382487,72.1,≥64米,住宅,官方(DPMPTSP),,JL PEDONGKELAN RT 004 RW 014
雅加达,Wisma Korindo,-6.2439642,106.8441572,72.0,≥64米,写字楼,官方(DPMPTSP),,Jl. MT. Haryono Kav. 62 RT 002/ RW 002
雅加达,Office Tower,-6.1497387,106.8506549,72.0,≥64米,写字楼,官方(DPMPTSP),,"Jl. Benyamin Suaeb Blok D6,Kel. Pademangan Timur, Kec. Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14410"
雅加达,Titanium Square,-6.3413656,106.8700827,71.9,≥64米,综合体,官方(DPMPTSP),,"Jl. Raya Bogor KM. 26,7 RT 002 RW 004"
雅加达,Tower A,-6.2477208,106.8116683,71.8,≥64米,综合体,官方(DPMPTSP),,Jl. Prapanca Raya Blok P RT 04 RW 14
雅加达,TOWER B,-6.3021648,106.843421,71.8,≥64米,写字楼,官方(DPMPTSP),,"Jl. TB Simatupang No.1 10, RT.10/RW.4, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan"
雅加达,Gedung Merah Putih KPK,-6.2077783,106.8308314,71.8,≥64米,写字楼,官方(DPMPTSP),,JL. KUNINGAN PERSADA KAV. 4
雅加达,Tower E,-6.1307531,106.7961956,71.8,≥64米,公寓,官方(DPMPTSP),,Jl. Tnjung Wangi RW.006
雅加达,B1 DAN B2,-6.1929801,106.7567135,71.8,≥64米,综合体,官方(DPMPTSP),,Jl Pesanggrahan No. 10 RT 010 RW 005
雅加达,Tower A,-6.1304023,106.7953388,71.7,≥64米,公寓,官方(DPMPTSP),,Jl. Tnjung Wangi RW.006
