城市,楼宇名称,纬度,经度,高度(米),高度分档,用途分类,数据来源,近距簇,地址
雅加达,Tower F,-6.1303716,106.7961748,71.7,≥64米,公寓,官方(DPMPTSP),,Jl. Tnjung Wangi RW.006
雅加达,Tower B,-6.1307726,106.7953596,71.7,≥64米,公寓,官方(DPMPTSP),,Jl. Tnjung Wangi RW.006
雅加达,TOWER BARIANG,-6.2513801,106.861618,71.6,≥64米,综合体,官方(DPMPTSP),,"Jl. Pengadegan Timur I No.30 12, RT.8/RW.1, Pengadegan, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770"
雅加达,PERWATA TOWER,-6.1267122,106.788771,71.6,≥64米,写字楼,官方(DPMPTSP),,Jl. Pluit Selatan Raya Kav 1 RT. 21/RW. 08
雅加达,The Kensington Office Tower,-6.1728686,106.8969564,71.6,≥64米,写字楼,官方(DPMPTSP),,Jl. Raya Kelapa Gading Boulevard No. 1
雅加达,TOWER CHANIAGO,-6.2519371,106.8613184,71.5,≥64米,综合体,官方(DPMPTSP),,"l. Pengadegan Timur I No.30 12, RT.2/RW.1, Pengadegan, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770"
雅加达,Tower B,-6.2481057,106.8115811,71.4,≥64米,综合体,官方(DPMPTSP),,Jl. Prapanca Raya Blok P RT 3 RW 14
雅加达,Gedung Utama,-6.1721522,106.835832,71.4,≥64米,酒店,官方(DPMPTSP),,Jl. Lapangan Banteng Selatan No.1
雅加达,PLAZA MUTIARA,-6.2275197,106.8273589,71.3,≥64米,写字楼,官方(DPMPTSP),,"Jl. Lingkar Mega Kuningan Kav. E 1.2 No. 1 & 2, RT.5/RW.2"
雅加达,Mangkuluhur ARTOTEL Suites,-6.2216544,106.8149801,71.3,≥64米,未分类,官方(DPMPTSP),,"Jl. Gatot Subroto Kav. II No.3, RT.1/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930"
雅加达,HOTEL POP,-6.1559634,106.9091984,71.3,≥64米,酒店,官方(DPMPTSP),,"Jl. Boulevard Raya No.13, RT.13/RW.18, Klp. Gading Tim., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240"
雅加达,BLU Balai Kesehatan Penerbangan,-6.154553,106.8434955,71.3,≥64米,医院,官方(DPMPTSP),JKT-061,Jalan Merpati 3 Blok B 11 Kav 4 No. 10 RW 010
雅加达,T-Plaza,-6.2019718,106.8079644,71.2,≥64米,综合体,官方(DPMPTSP),,"Jl. Penjernihan 1 No.1 Kav. 1, RT.10/RW.6"
雅加达,Mina Bahari 3,-6.179217,106.8349877,71.1,≥64米,未分类,官方(DPMPTSP),,—
雅加达,Cowell Tower,-6.1753871,106.8400319,71.0,≥64米,写字楼,官方(DPMPTSP),,Jl. Senen Raya No. 135
雅加达,SOHO RESIDENCES,-6.1750397,106.7898794,71.0,≥64米,综合体,官方(DPMPTSP),JKT-032,Jl. Letjen S. Parman
雅加达,KUNINGAN CITY,-6.2243935,106.8289337,70.9,≥64米,未分类,官方(DPMPTSP),JKT-004,"Jl. Prof. DR. Satrio No.Kav. 18, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,Menara Era,-6.1727623,106.8403538,70.9,≥64米,写字楼,官方(DPMPTSP),,Jl. Senen Raya No 135 - 137
雅加达,Tower B 21 Lantai,-6.181589,106.9052344,70.9,≥64米,综合体,官方(DPMPTSP),,JL. PERINTIS KEMERDEKAAN KAV 99
雅加达,Pecatu,-6.1513701,106.7130164,70.8,≥64米,综合体,官方(DPMPTSP),JKT-060,Jl. Tanah Lot No 2 RT 08 RW 12
雅加达,Dahlia,-6.1541763,106.9181332,70.7,≥64米,综合体,官方(DPMPTSP),,Jl. Pegangsaan Dua No. 3 RT/RW 002/003
雅加达,Alamanda,-6.1536451,106.9173111,70.7,≥64米,综合体,官方(DPMPTSP),,Jl. Pegangsaan Dua No. 3 RT/RW 002/003
雅加达,Apartemen Laguna,-6.1229804,106.7987253,70.7,≥64米,公寓,官方(DPMPTSP),,—
雅加达,HK TOWER,-6.2454485,106.8731719,70.7,≥64米,写字楼,官方(DPMPTSP),,JL. LETJEN MT HARYONO KAV. 8-9 RT. 012 RW. 011
雅加达,WIKA TOWER II,-6.2421124,106.8765227,70.7,≥64米,写字楼,官方(DPMPTSP),,"JL.DI PANJAITAN KAV 9-10 CIPINANG CEMPEDAK, JATINEGARA, KOTA JAKARTA TIMUR"
雅加达,Apartemen Mediterania Lagoon Residence,-6.1534504,106.8526362,70.6,≥64米,综合体,官方(DPMPTSP),JKT-038,Jalan Landas Pacu Utara Kav. 1 RT.013 RW.06
雅加达,emerald,-6.1543607,106.917575,70.6,≥64米,综合体,官方(DPMPTSP),,Jl. Pegangsaan Dua No. 3 RT/RW 002/003
雅加达,TOWER EVEREST,-6.2023411,106.7634959,70.6,≥64米,综合体,官方(DPMPTSP),,"Jl. Lapangan Bola 1, RT.8/RW.7, TOWER EVEREST"
雅加达,Hotel Ciputra,-6.1682813,106.7865987,70.6,≥64米,酒店,官方(DPMPTSP),,Jalan Letjen S. Parman RT.011 RW.001
雅加达,Apartemen Wisma Gading Permai Tower B,-6.1679807,106.9011221,70.5,≥64米,综合体,官方(DPMPTSP),,Jl. Boulevard Raya Blok CN.1
雅加达,The Veranda Resort Apartment,-6.2997991,106.7728558,70.4,≥64米,综合体,官方(DPMPTSP),,"Jl. Lb. Bulus Pd. No.8, RT.1/RW.4, Lb. Bulus, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440"
雅加达,HOTEL SENTRAL,-6.1921624,106.864697,70.4,≥64米,酒店,官方(DPMPTSP),,Jl. Pramuka No.63/64
雅加达,Chrysant,-6.1534375,106.9178949,70.4,≥64米,公寓,官方(DPMPTSP),,Jl. Pegangsaan Dua No. 3 RT/RW 002/003
雅加达,YODYA TOWER,-6.2428836,106.8761487,70.4,≥64米,写字楼,官方(DPMPTSP),,JL. DI PANJAITAN KAV. 8 RT.003 RW.011
雅加达,TOWER UTARA PAKUBUWONO TERRACE,-6.2365069,106.7691331,70.3,≥64米,综合体,官方(DPMPTSP),,"Jalan Ciledug Raya No.99, RT.16/RW.5, Cipulir, Kebayoran Lama, RT.12/RW.5"
雅加达,TOWER GREEN,-6.2453842,106.8661639,70.3,≥64米,综合体,官方(DPMPTSP),,Jl. MT. Haryono Kav. 20 RT. 04 RW. 01
雅加达,RUSUN ASN PUPR,-6.2869809,106.7730564,70.2,≥64米,公寓,官方(DPMPTSP),,JL. SAPTA TARUNA RAYA
雅加达,TOWER B,-6.3073284,106.8356553,70.1,≥64米,公寓,官方(DPMPTSP),,"Apartemen Kebagusan City, Jl. Baung, RT.1/RW.3, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520"
雅加达,TOWER TOSKA,-6.2051451,106.9496377,70.1,≥64米,公寓,官方(DPMPTSP),JKT-059,JL. SENTRA PRIMER TIMUR RT. 013/015 RW. 006
雅加达,Allianz Tower / WTC 6,-6.2148275,106.8191594,70.0,≥64米,写字楼,官方(DPMPTSP),,"Jalan Jend. Sudirman Kav 29-31, RT.8/RW.3, RT.8/RW.3"
雅加达,Wisma Atlet Tower 10,-6.1331566,106.8457241,70.0,≥64米,综合体,官方(DPMPTSP),,"Jl. Rajawali Utara, Kel. Pademangan Timur, Kec. Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14410"
雅加达,BLOK -B,-6.1879416,106.8144218,69.9,≥64米,商场,官方(DPMPTSP),,"Jl. KH. Fachrudin No. 78, 80, 82"
雅加达,Menara Ravindo,-6.1836697,106.8255814,69.9,≥64米,写字楼,官方(DPMPTSP),,JL. KEBON SIRIH NO.75
雅加达,The Media Hotel and Towers,-6.147155,106.8352566,69.9,≥64米,酒店,官方(DPMPTSP),,Jl. Gn. Sahari No.3 RT.16/RW.3
雅加达,Tower J,-6.2219529,106.8812457,69.9,≥64米,综合体,官方(DPMPTSP),,Jl. Basuki Rachmat No. 1A RT. 08 RW. 10
雅加达,World Trade Center ( WTC 5 ),-6.2141202,106.8197218,69.8,≥64米,写字楼,官方(DPMPTSP),,"Jl. Jend. Sudirman Kav.29-30, Jakarta 12920"
雅加达,apartemen sunter parkview,-6.1570375,106.8838129,69.8,≥64米,综合体,官方(DPMPTSP),JKT-062,JL YOS SUDARSO
雅加达,Fontana,-6.1475326,106.8545345,69.8,≥64米,未分类,官方(DPMPTSP),JKT-028,—
雅加达,BAYWALK MALL,-6.108234,106.7803314,69.7,≥64米,商场,官方(DPMPTSP),JKT-005,PLUIT KARANG AYU BLOK B1 UTARA
雅加达,Wisma Atlet Tower 8,-6.1346761,106.8459484,69.7,≥64米,综合体,官方(DPMPTSP),,"Jl. Rajawali Utara, Kel. Pademangan Timur, Kec. Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14410"
雅加达,Hotel Grand Mercure Harmoni,-6.1601259,106.8199396,69.6,≥64米,酒店,官方(DPMPTSP),,Jl. Hayam Wuruk No.36-37
雅加达,apartemen sunter parkview,-6.1567449,106.8833343,69.6,≥64米,综合体,官方(DPMPTSP),,JL YOS SUDARSO
雅加达,NEO SOHO MALL,-6.1748709,106.7900972,69.5,≥64米,商场,官方(DPMPTSP),,Jl. Letjen S. Parman Kav.28
雅加达,H RESIDENCE,-6.2452867,106.8723788,69.5,≥64米,酒店,官方(DPMPTSP),,Jl. MT. Haryono Kav. 6-7
雅加达,Direktorat Jendral Pajak Madya,-6.1812467,106.8334917,69.4,≥64米,未分类,官方(DPMPTSP),,—
雅加达,Control Building SCBD,-6.2246921,106.8115741,69.1,≥64米,写字楼,官方(DPMPTSP),,Jl. Jend. Sudirman Kav. 52-53
雅加达,Apartemen Metro Sunter,-6.134342,106.8724486,69.1,≥64米,综合体,官方(DPMPTSP),,Jl. Metro Kencana Raya
雅加达,Apartemen Laguna,-6.123493,106.7990179,69.1,≥64米,公寓,官方(DPMPTSP),JKT-063,—
雅加达,TOWER EBONI,-6.2631275,106.8445211,69.0,≥64米,公寓,官方(DPMPTSP),,Jl.Raya Pasar Minggu Km.18 RT. 001 / 001
雅加达,TOWER MAHONI NIFARRO PARK,-6.2635423,106.8445258,69.0,≥64米,公寓,官方(DPMPTSP),,Jl.Raya Pasar Minggu Km.18 RT. 001 / 001
雅加达,（无名）,-6.1099016,106.7912579,69.0,≥64米,未分类,官方(DPMPTSP),,—
雅加达,Harco Glodok,-6.1435546,106.8158326,69.0,≥64米,商场,官方(DPMPTSP),,"Jl. Hayam Wuruk Kav. 2-5, Kel. Mangga Besar, Kec. Taman Sari, Jakarta Barat"
雅加达,Hotel Santika Premier Hayam Wuruk,-6.1493218,106.8179516,69.0,≥64米,酒店,官方(DPMPTSP),,"Jl. Hayam Wuruk No.125 RT 005/RW 006, Mangga Besar, Taman Sari, Jakarta Barat, DKI Jakarta, 11180"
雅加达,Apartemen Menara Marina Tower C,-6.1095504,106.7916486,68.9,≥64米,综合体,官方(DPMPTSP),,"Jl. Pluit Pantai Samudra II, Pantai Mutiara RT.9/RW.5,"
雅加达,DEA TOWER 1,-6.2285876,106.8241149,68.8,≥64米,写字楼,官方(DPMPTSP),,Jl. Mega Kuningan Barat Kav. E.4.3 No. 1 RT 014/RW 01
雅加达,Apartemen Simprug Indah,-6.2340454,106.7869969,68.8,≥64米,公寓,官方(DPMPTSP),,"Jl. Raya Teuku Nyak Arif, RT. 03/RW. 02"
雅加达,HOTEL ALOFT SOUTH,-6.2913611,106.8162787,68.8,≥64米,酒店,官方(DPMPTSP),JKT-064,Jl. TB Simatupang No.8-9 RT.002/002
雅加达,RSUD KOJA Gedung A,-6.1086354,106.9002271,68.8,≥64米,医院,官方(DPMPTSP),,Jl. Deli No. 4 RT.011 RW.007
雅加达,Hotel Atlet Century Park,-6.2232527,106.8028542,68.7,≥64米,酒店,官方(DPMPTSP),,Jl. Pintu Satu Senayan
雅加达,Bougenville,-6.1535402,106.9175811,68.7,≥64米,综合体,官方(DPMPTSP),,Jl. Pegangsaan Dua No. 3 RT/RW 002/003
雅加达,Shangri-La Residences,-6.2023103,106.8172523,68.6,≥64米,公寓,官方(DPMPTSP),JKT-029,Jalan Jenderal Sudirman No.Kav.1 RT.10 RW.09
雅加达,The Honey Lady,-6.1269753,106.7900974,68.6,≥64米,写字楼,官方(DPMPTSP),,Jl. Pluit Selatan Raya RT 023 RW 008
雅加达,TOWER A DAN B,-6.1936769,106.7570291,68.6,≥64米,综合体,官方(DPMPTSP),,Jl Pesanggrahan No. 33 RT 008 RW 005
雅加达,WISMA SLIPI,-6.1867026,106.7964149,68.6,≥64米,写字楼,官方(DPMPTSP),,"Jl. Letjen S. Parman No.Kav. 12, RT.12/RW.1, Kemanggisan, Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480"
雅加达,Hotel Grandhika Iskandarsyah,-6.2444288,106.8040849,68.4,≥64米,酒店,官方(DPMPTSP),,"Jl. Iskandarsyah Raya No.65, RT.5/RW.2"
雅加达,Lippo Tower Holland Village,-6.1675706,106.8757933,68.4,≥64米,综合体,官方(DPMPTSP),,"Jl. Letjen. Suprapto Kav. 60 No.1, RT.10/RW.7, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, 10510"
雅加达,Tower C,-6.2483954,106.8111659,68.3,≥64米,综合体,官方(DPMPTSP),,"Jl. Prapanca Raya, RT 002 RW 014"
雅加达,IBIS STYLES,-6.1835748,106.8151929,68.2,≥64米,酒店,官方(DPMPTSP),,JL. H. FACHRUDIN NO. 22
雅加达,Grand Kebon Sirih,-6.1834114,106.8292586,68.1,≥64米,写字楼,官方(DPMPTSP),,"Jl. Kebon Sirih No. 35, RT. 12 RW 02"
雅加达,PROPAN TOWER,-6.1731482,106.7296073,68.1,≥64米,综合体,官方(DPMPTSP),,JL. LINGKAR LUAR BARAT NO. 101
雅加达,Synthesis Tower 2,-6.2403488,106.8371519,68.0,≥64米,写字楼,官方(DPMPTSP),,Jl. Gatot Subroto Kav. 64 No. 177A
雅加达,GEDUNG KOSONG,-6.2913314,106.8160302,68.0,≥64米,住宅类,官方(DPMPTSP),JKT-064,JL. TB. SIMATUPANG NO.17A
雅加达,Binus Square Hall Of Residence,-6.1917219,106.7813367,68.0,≥64米,综合体,官方(DPMPTSP),,Jalan Budi Raya No 21 RT 1 RW 5
雅加达,Le Parc Townhomes,-6.1980181,106.8209851,67.9,≥64米,综合体,官方(DPMPTSP),,Jl. M.H. Thamrin No.10
雅加达,GEDUNG IBNU SUTOWO,-6.2110455,106.829844,67.8,≥64米,写字楼,官方(DPMPTSP),,Jl. HR. Rasuna Said Kav B5
雅加达,Tower B,-6.2005493,106.8516682,67.8,≥64米,综合体,官方(DPMPTSP),,"Jl. Matraman Raya No. 30 E, Kel. Kenari, Kec. Senen, Jakarta Pusat"
雅加达,TAVIA HERITAGE HOTEL,-6.1737215,106.8608218,67.7,≥64米,酒店,官方(DPMPTSP),,Jl. Letjen Suprapto No. 1 Rt 1 Rw 3
雅加达,Tower A,-6.2007057,106.8513814,67.7,≥64米,综合体,官方(DPMPTSP),,"Jl. Matraman Raya No. 30 E, Kel. Kenari, Kec. Senen, Jakarta Pusat, DKI Jakarta"
雅加达,Apartemen Menteng Prada,-6.1983591,106.8421155,67.7,≥64米,综合体,官方(DPMPTSP),,Jl. Pegangsaan Timur No. 15A
雅加达,ADHI TOWER,-6.2438417,106.8634048,67.7,≥64米,写字楼,官方(DPMPTSP),,JL. LETJEN MT. HARYONOKAV. 27 RT.006 RW.014
雅加达,Mall Ciputral World 1 (Podium),-6.2243024,106.8234946,67.6,≥64米,商业/店铺,官方(DPMPTSP),,Jl. Prof. Dr. Satrio Kav. 3-5
雅加达,Menara Merdeka,-6.178598,106.8210648,67.5,≥64米,未分类,官方(DPMPTSP),,—
雅加达,Tower C,-6.200111,106.8520991,67.5,≥64米,公寓,官方(DPMPTSP),,JL. MATRAMAN RAYA NO. 30 E
雅加达,Swiss-Belinn Simatupang,-6.2903756,106.7791369,67.4,≥64米,酒店,官方(DPMPTSP),,"Jl. R.A.Kartini No.32, RT.9/RW.7, Lb. Bulus, Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440"
雅加达,THAMRIN OFFICE TOWER,-6.1894056,106.8225654,67.4,≥64米,写字楼,官方(DPMPTSP),,"Jl. M.H. Thamrin No.20, RT.8/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350"
雅加达,Musholah Baitul Ridho,-6.1247445,106.8001934,67.2,≥64米,未分类,官方(DPMPTSP),,—
雅加达,TOWER T,-6.2388007,106.7625027,67.1,≥64米,综合体,官方(DPMPTSP),,"Jl. Ulujami Raya No.10A, Ulujami, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12250"
雅加达,Kebayoran Apartment,-6.2390135,106.762893,67.0,≥64米,综合体,官方(DPMPTSP),,"Jl. Ulujami Raya No.10A, Ulujami, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12250"
雅加达,Tower B,-6.2580332,106.757801,67.0,≥64米,综合体,官方(DPMPTSP),,Jl. Bintaro Permai Raya No. 5 RT 005 RW 003
雅加达,Apartemen Puri Raya (Park Royale) Tower 2,-6.2128439,106.8092471,67.0,≥64米,酒店,官方(DPMPTSP),,"Jl. Gatot Subroto Kav. 35-37-39  No.114, RT.9/RW.2"
雅加达,GRAHA BNPB,-6.1930202,106.8686259,67.0,≥64米,写字楼,官方(DPMPTSP),,"Jl. Pramuka Jaya No.38, RT.11/RW.5, Utan Kayu Utara, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13120"
雅加达,Gedung Graha Mustika Ratu,-6.2421214,106.8422524,66.9,≥64米,写字楼,官方(DPMPTSP),,JL. GATOT SUBROTO NO. 74-75 RT.002/RW.001
雅加达,BULOG,-6.2371997,106.8293829,66.9,≥64米,写字楼,官方(DPMPTSP),,"Jl. Gatot Subroto No.Kav 49, RT.5/RW.4, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan"
雅加达,Apartemen Puri Raya (Park Royale) Tower 1,-6.213359,106.8091244,66.9,≥64米,酒店,官方(DPMPTSP),,Jl. Gatot Subroto Kav. 35-37-39
雅加达,Monte Carlo,-6.0942707,106.7913063,66.9,≥64米,综合体,官方(DPMPTSP),,Jalan Raya Pantai Mutiara
雅加达,Apartemen Fountain Park,-6.2453691,106.8437286,66.8,≥64米,综合体,官方(DPMPTSP),,Jl. KH. Guru Amin NO.2 RT.002 RW.002
雅加达,Graha Paramita,-6.2242562,106.8312342,66.8,≥64米,写字楼,官方(DPMPTSP),,"Jl. Denpasar Raya, RT.7/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950"
雅加达,Pondok Indah Golf Apartemen Tower Lavender,-6.273521,106.7845053,66.8,≥64米,综合体,官方(DPMPTSP),,Jl. metro Kencana IV
雅加达,Tower H,-6.2225459,106.8812049,66.6,≥64米,综合体,官方(DPMPTSP),,Jl. Basuki Rahmat No. 1 A Rt. 008/10
雅加达,Alila SCBD Jakarta,-6.2256161,106.8084816,66.5,≥64米,未分类,官方(DPMPTSP),JKT-046,KAWASAN SCBD LOT 11 A. JL JEND SUDIRMAN KAV 52-53
雅加达,"Sari Pacific, Autograph Collection",-6.1858931,106.8238874,66.4,≥64米,酒店,官方(DPMPTSP),JKT-065,Jl. M. H Thamrin No. 6
雅加达,BAYWALK MALL,-6.1072357,106.7782174,66.4,≥64米,商场,官方(DPMPTSP),JKT-006,JALAN PLUIT KARANG AYU BLOK B1 UTARA
雅加达,Graha Kirana,-6.1507744,106.8875174,66.4,≥64米,写字楼,官方(DPMPTSP),,Jl. Yos Sudarso No. 88
雅加达,TOWER B,-6.2460863,106.7888491,66.3,≥64米,综合体,官方(DPMPTSP),,"Jl. KH. Moh. Syafi'i Hadzami No.1, RT.1/RW.10"
雅加达,CENTRO CITY TOWER B,-6.1634287,106.7716311,66.2,≥64米,综合体,官方(DPMPTSP),,Jl. DAAN MOGOT Inspeksi Kali Sekretaris / Jl. Macan Kav. 4-5 RT 010 RW 001
雅加达,1,-6.1904628,106.7977465,66.2,≥64米,写字楼,官方(DPMPTSP),,Jl. Letjen S. Parman No. Kav. 77
雅加达,Apartemen Teluk Intan (Tower Topaz),-6.1274248,106.7765769,66.1,≥64米,综合体,官方(DPMPTSP),,"Jl. Moa No.7, RT.7/RW.16, Pejagalan, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450"
雅加达,Hotel Double Tree by Hilton,-6.1989495,106.843171,66.0,≥64米,酒店,官方(DPMPTSP),,"JL PEGANGGSAAN TIMUR NO.17 ,KEL CIKINI KEC MENTENG JAKARTA PUSAT"
雅加达,Apartemen Kensington Royal Suites Tower B,-6.1723299,106.8954249,66.0,≥64米,综合体,官方(DPMPTSP),,Jl. Raya Kelapa Gading Boulevard No. 1
雅加达,Tower A,-6.1569412,106.7359381,66.0,≥64米,综合体,官方(DPMPTSP),,Jl. Daan Mogot KM 13
雅加达,TOWER A 19 LANTAI,-6.1809813,106.9051644,66.0,≥64米,综合体,官方(DPMPTSP),,JL. PERINTIS KEMERDEKAAN KAV 99
雅加达,Tower A,-6.174087,106.83979,65.9,≥64米,综合体,官方(DPMPTSP),JKT-042,Jl. Senen Raya No. 135 - 137
雅加达,Hotel Lumire,-6.1759568,106.8404464,65.8,≥64米,酒店,官方(DPMPTSP),,Jl. Senen Raya No. 135
雅加达,Apartemen Laguna,-6.1233844,106.7986243,65.8,≥64米,公寓,官方(DPMPTSP),,—
雅加达,Hotel ST Regis,-6.2065318,106.8276902,65.7,≥64米,酒店,官方(DPMPTSP),,"Jl. H. R. Rasuna Said No.4 Kav. B,"
雅加达,Mercure Jakarta Simatupang,-6.2908687,106.7800389,65.7,≥64米,酒店,官方(DPMPTSP),,JL. RA. KARTINI NO. 18
雅加达,Wisma Argo Manunggal,-6.2291443,106.8200523,65.5,≥64米,写字楼,官方(DPMPTSP),,"Jl. Gatot Subroto No.Kav. 22, RT.2/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930"
雅加达,Kem Tower,-6.1548936,106.8444695,65.5,≥64米,写字楼,官方(DPMPTSP),,Jalan Selangit Blok B 10 Kav 2
雅加达,TOWER C,-6.3076678,106.8356529,65.4,≥64米,公寓,官方(DPMPTSP),,"Apartemen Kebagusan City, Jl. Baung, RT.1/RW.3, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520"
雅加达,Grand Palace Tower C,-6.1607299,106.8527276,65.3,≥64米,综合体,官方(DPMPTSP),,"Jl. Benyamin Suaeb No.1, RT.13/RW.6"
雅加达,BLOK - B,-6.1879031,106.8150012,65.3,≥64米,商场,官方(DPMPTSP),,"Jl. KH. Fachrudin No. 78, 80, 82"
雅加达,DUSIT ORION MANGGA DUA DAN HOTEL LE GRANDEUR,-6.1371499,106.8254855,65.3,≥64米,商场,官方(DPMPTSP),,"JL. MANGGA DUA RAYA RT.01/12; KEL. MANGGA DUA SELATAN; KEC. SAWAH BESAR, JAKARTA PUSAT"
雅加达,APARTEMEN LAGUNA PLUIT,-6.1232534,106.7990636,65.3,≥64米,综合体,官方(DPMPTSP),JKT-063,"JL. PLUIT TIMUR BLOK MM, RT. 011/ RW. 019"
雅加达,Binus Square Hall Of Residence,-6.1911489,106.7817876,65.3,≥64米,综合体,官方(DPMPTSP),,Jalan Budi Raya No 21 RT 1 RW 5
雅加达,TOWER LIGHT,-6.2448099,106.8664005,65.3,≥64米,综合体,官方(DPMPTSP),,"JL. MT. Haryono Kav. 20, RT. 04 RW. 01"
雅加达,Niaz Emerald Apartment,-6.2916654,106.8028554,65.2,≥64米,综合体,官方(DPMPTSP),,"Jl. TB Simatupang No.Kav 20, RT.3/RW.1, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430"
雅加达,Oasis Amir Hotel,-6.1743989,106.8388781,65.2,≥64米,酒店,官方(DPMPTSP),,Jl. Senen Raya No. 135 - 137
雅加达,Apartemen Mangga Dua Court,-6.1380024,106.8239091,65.2,≥64米,综合体,官方(DPMPTSP),,Jl. Mangga Dua Dalam RT. 6 RW. 12
雅加达,（无名）,-6.1259122,106.8288132,65.2,≥64米,未分类,官方(DPMPTSP),JKT-051,—
雅加达,APARTEMEN MANGGA DUA COURT,-6.1382209,106.8247065,65.1,≥64米,综合体,官方(DPMPTSP),,Jl. Mangga Dua Dalam RT. 6 RW. 12
雅加达,WTC Mangga Dua,-6.1333379,106.8305336,65.1,≥64米,商业/店铺,官方(DPMPTSP),,Jl. Gunung Sahari Raya No.8
雅加达,WISMA IKPT,-6.2423772,106.8605749,65.0,≥64米,写字楼,官方(DPMPTSP),,"Jl. Letjen M.T. Haryono Kav.No. 4 Seb - 5 Seb, Jakarta 12830"
雅加达,"Swiss-Belresidences Kalibata, Jakarta",-6.2553744,106.8558699,65.0,≥64米,酒店,官方(DPMPTSP),,Jl. Kalibata Raya No 22
雅加达,TOWER D,-6.1538965,106.7923626,65.0,≥64米,综合体,官方(DPMPTSP),,"JL. PROF DR, LATUMENTEN RT 1 RW 1"
雅加达,Jakarta International Stadium,-6.124411,106.8602432,64.9,≥64米,非住宅,官方(DPMPTSP),,Jl. RE Martadinata / Jl. Rumah Sakit Koja RT.001/RW.012
雅加达,WASKITA RAJAWALI TOWER,-6.24272,106.8651488,64.8,≥64米,写字楼,官方(DPMPTSP),,Jl M.T Haryono Kav.12
雅加达,APARTEMEN PATI POLRI PRESISI,-6.2508682,106.8021245,64.7,≥64米,公寓,官方(DPMPTSP),,"Jl. Wijaya XVI No.8, RT.3/RW.3"
雅加达,APARTEMEN BUKIT GOLF TOWER,-6.274972,106.7852055,64.7,≥64米,综合体,官方(DPMPTSP),,JL. METRO KENCANA IV
雅加达,The Sultan Hotel & Residence Jakarta,-6.2184698,106.808931,64.7,≥64米,酒店,官方(DPMPTSP),,"Jl. Gatot Subroto, RT.1/RW.3, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270"
雅加达,WEST POINT,-6.1634587,106.7726669,64.7,≥64米,写字楼,官方(DPMPTSP),,GG MACAN NO 2 RT 010 RW 001
雅加达,GRAN MELIA,-6.235089,106.8304535,64.6,≥64米,酒店,官方(DPMPTSP),,Jl. H. R. Rasuna Said Kav. X.O No. 1-4
雅加达,Woodland Park Residence,-6.254996,106.856256,64.5,≥64米,综合体,官方(DPMPTSP),,"Jl. Raya Kalibata No.22, RT.6/RW.7, Rawajati, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750"
雅加达,APARTEMEN BUKIT GOLF TOWER B,-6.2755682,106.7852808,64.5,≥64米,综合体,官方(DPMPTSP),,JL. METRO KENCANA IV
雅加达,Hotel Mercure,-6.1490197,106.8174407,64.5,≥64米,酒店,官方(DPMPTSP),,"Jl. Hayam Wuruk No.123 RT/RW 003/006 Kel. Mangga Besar, Kec. Taman Sari, Jakarta Barat, DKI Jakarta, 11180"
雅加达,WISMA HAYAM WURUK,-6.1632243,106.8204481,64.4,≥64米,写字楼,官方(DPMPTSP),,"JL. HAYAM WURUK NO. 8 WISMA HAYAM WURUKÂ  KEL. KEBON KELAPA, KEC. GAMBIR, JAKARTA PUSAT"
